english,german,latin,system
posterior division of right renal artery,Hinterer Ast der rechten Nierenarterie,Ramus posterior arteriae renalis dextrae,arterial
posterior inferior pancreaticoduodenal artery,Hintere untere Pankreas-Duodenal-Arterie,Arteria pancreaticoduodenalis inferior posterior,arterial
posterior inferior segmental hepatic artery,Hintere untere Lebersegmentarterie,Arteria segmentalis hepatica posterior inferior,arterial
posterior intercostal arteries,Hintere Zwischenrippenarterien,Arteriae intercostales posteriores,arterial
posterior interventricular branch of right coronary artery,Hinterer Zwischenkammerast der rechten Koronararterie,Ramus interventricularis posterior arteriae coronariae dextrae,arterial
posterior part of right posterior segmental artery,Hinterer Teil der rechten hinteren Segmentarterie,Pars posterior arteriae segmentalis posterioris dextrae,arterial
posterior segmental branch of left renal artery,Hinterer Segmentast der linken Nierenarterie,Ramus segmentalis posterior arteriae renalis sinistrae,arterial
posterior segmental branch of right renal artery,Hinterer Segmentast der rechten Nierenarterie,Ramus segmentalis posterior arteriae renalis dextrae,arterial
posterior superior pancreaticoduodenal artery,Hintere obere Pankreas-Duodenal-Arterie,Arteria pancreaticoduodenalis superior posterior,arterial
posterior superior segmental hepatic artery,Hintere obere Lebersegmentarterie,Arteria segmentalis hepatica posterior superior,arterial
posterior temporal branch of left middle cerebral artery,Hinterer Schläfenast der linken mittleren Hirnarterie,Ramus temporalis posterior arteriae cerebri mediae sinistrae,arterial
posterior temporal branch of right middle cerebral artery,Hinterer Schläfenast der rechten mittleren Hirnarterie,Ramus temporalis posterior arteriae cerebri mediae dextrae,arterial
posteromedial branch of left callosomarginal artery,Posteromedialer Ast der linken Callosomarginalarterie,Ramus posteromedialis arteriae callosomarginalis sinistrae,arterial
posteromedial branch of right callosomarginal artery,Posteromedialer Ast der rechten Callosomarginalarterie,Ramus posteromedialis arteriae callosomarginalis dextrae,arterial
posteromedial central branch of left posterior cerebral artery,Posteromedialer zentraler Ast der linken hinteren Hirnarterie,Ramus centralis posteromedialis arteriae cerebri posterioris sinistrae,arterial
posteromedial central branch of right posterior cerebral artery,Posteromedialer zentraler Ast der rechten hinteren Hirnarterie,Ramus centralis posteromedialis arteriae cerebri posterioris dextrae,arterial
precommunicating part of left posterior cerebral artery,Präkommunikaler Teil der linken hinteren Hirnarterie,Pars precommunicalis arteriae cerebri posterioris sinistrae,arterial
precommunicating part of right posterior cerebral artery,Präkommunikaler Teil der rechten hinteren Hirnarterie,Pars precommunicalis arteriae cerebri posterioris dextrae,arterial
precuneal branch of left pericallosal artery,Precuneusast der linken Perikallosalarterie,Ramus precunealis arteriae pericallosae sinistrae,arterial
precuneal branch of right pericallosal artery,Precuneusast der rechten Perikallosalarterie,Ramus precunealis arteriae pericallosae dextrae,arterial
pulmonary trunk,Lungenstamm,Truncus pulmonalis,arterial
radial collateral branch of left deep brachial artery,Speichenseitiger Kollateralast der linken tiefen Oberarmarterie,Ramus collateralis radialis arteriae profundae brachii sinistrae,arterial
radial collateral branch of right deep brachial artery,Speichenseitiger Kollateralast der rechten tiefen Oberarmarterie,Ramus collateralis radialis arteriae profundae brachii dextrae,arterial
right anterior cerebral artery,Rechte vordere Hirnarterie,Arteria cerebri anterior dextra,arterial
right anterior choroidal artery,Rechte vordere Aderhautarterie,Arteria choroidea anterior dextra,arterial
right anterior circumflex humeral artery,Rechte vordere Oberarm-Zirkumflexarterie,Arteria circumflexa humeri anterior dextra,arterial
right anterior interosseous artery,Rechte vordere Zwischenknochenarterie,Arteria interossea anterior dextra,arterial
right anterior parietal artery,Rechte vordere Scheitellappenarterie,Arteria parietalis anterior dextra,arterial
right anterior segmental artery,Rechte vordere Segmentarterie,Arteria segmentalis anterior dextra,arterial
right anterior spinal artery,Rechte vordere Rückenmarksarterie,Arteria spinalis anterior dextra,arterial
right anterior temporal artery,Rechte vordere Schläfenlappenarterie,Arteria temporalis anterior dextra,arterial
right anterior tibial artery,Rechte vordere Schienbeinarterie,Arteria tibialis anterior dextra,arterial
right anterior tibial recurrent artery,Rechte vordere rückläufige Schienbeinarterie,Arteria recurrens tibialis anterior dextra,arterial
right anterior ulnar recurrent artery,Rechte vordere rückläufige Ellenarterie,Arteria recurrens ulnaris anterior dextra,arterial
right arcuate artery,Rechte Bogenarterie,Arteria arcuata dextra,arterial
right arteria princeps pollicis,Rechte Hauptdaumenarterie,Arteria princeps pollicis dextra,arterial
right arteria radialis indicis,Rechte speichenseitige Zeigefingerarterie,Arteria radialis indicis dextra,arterial
right axillary artery,Rechte Achselarterie,Arteria axillaris dextra,arterial
right brachial artery,Rechte Oberarmarterie,Arteria brachialis dextra,arterial
right callosomarginal artery,Rechte Callosomarginalarterie,Arteria callosomarginalis dextra,arterial
right circumflex scapular artery,Rechte Schulterblatt-Zirkumflexarterie,Arteria circumflexa scapulae dextra,arterial
right colic artery,Rechte Dickdarmarterie,Arteria colica dextra,arterial
right common carotid artery,Rechte gemeinsame Halsschlagader,Arteria carotis communis dextra,arterial
right common iliac artery,Rechte gemeinsame Beckenarterie,Arteria iliaca communis dextra,arterial
right common interosseous artery,Rechte gemeinsame Zwischenknochenarterie,Arteria interossea communis dextra,arterial
right conus artery,Rechte Konusarterie,Arteria coni arteriosi dextra,arterial
right costocervical trunk,Rechter Rippen-Hals-Stamm,Truncus costocervicalis dexter,arterial
right deep brachial artery,Rechte tiefe Oberarmarterie,Arteria profunda brachii dextra,arterial
right deep cervical artery,Rechte tiefe Halsarterie,Arteria cervicalis profunda dextra,arterial
right deep palmar arch,Rechter tiefer Hohlhandbogen,Arcus palmaris profundus dexter,arterial
right deep plantar artery,Rechte tiefe Fußsohlenarterie,Arteria plantaris profunda dextra,arterial
right descending genicular artery,Rechte absteigende Kniearterie,Arteria descendens genus dextra,arterial
right dorsal artery of penis,Rechte dorsale Penisarterie,Arteria dorsalis penis dextra,arterial
right dorsal carpal branch of ulnar artery,Rechter dorsaler Handwurzelast der Ellenarterie,Ramus carpalis dorsalis dexter arteriae ulnaris,arterial
right dorsal scapular artery,Rechte dorsale Schulterblattarterie,Arteria dorsalis scapulae dextra,arterial
right dorsalis pedis artery,Rechte Fußrückenarterie,Arteria dorsalis pedis dextra,arterial
right external iliac artery,Rechte äußere Beckenarterie,Arteria iliaca externa dextra,arterial
right femoral artery,Rechte Oberschenkelarterie,Arteria femoralis dextra,arterial
right first common palmar digital artery,Rechte erste gemeinsame Hohlhand-Fingerarterie,Arteria digitalis palmaris communis prima dextra,arterial
right first posterior intercostal artery,Rechte erste hintere Zwischenrippenarterie,Arteria intercostalis posterior prima dextra,arterial
right fourth common palmar digital artery,Rechte vierte gemeinsame Hohlhand-Fingerarterie,Arteria digitalis palmaris communis quarta dextra,arterial
right gastric artery,Rechte Magenarterie,Arteria gastrica dextra,arterial
right gastro-epiploic artery,Rechte Magen-Netz-Arterie,Arteria gastroomentalis dextra,arterial
right inferior epigastric artery,Rechte untere Bauchdeckenarterie,Arteria epigastrica inferior dextra,arterial
right inferior lateral genicular artery,Rechte untere seitliche Kniearterie,Arteria inferior lateralis genus dextra,arterial
right inferior medial genicular artery,Rechte untere mediale Kniearterie,Arteria inferior medialis genus dextra,arterial
right inferior phrenic artery,Rechte untere Zwerchfellarterie,Arteria phrenica inferior dextra,arterial
right inferior suprarenal artery,Rechte untere Nebennierenarterie,Arteria suprarenalis inferior dextra,arterial
right inferior thyroid artery,Rechte untere Schilddrüsenarterie,Arteria thyroidea inferior dextra,arterial
right inferior ulnar collateral artery,Rechte untere Ellen-Kollateralarterie,Arteria collateralis ulnaris inferior dextra,arterial
right internal carotid artery,Rechte innere Halsschlagader,Arteria carotis interna dextra,arterial
right internal iliac artery,Rechte innere Beckenarterie,Arteria iliaca interna dextra,arterial
right internal thoracic artery,Rechte innere Brustwandarterie,Arteria thoracica interna dextra,arterial
right lateral circumflex femoral artery,Rechte seitliche Oberschenkel-Zirkumflexarterie,Arteria circumflexa femoris lateralis dextra,arterial
right lateral frontobasal artery,Rechte seitliche Frontobasalarterie,Arteria frontobasalis lateralis dextra,arterial
right lateral occipital artery,Rechte seitliche Hinterhauptarterie,Arteria occipitalis lateralis dextra,arterial
right lateral plantar artery,Rechte seitliche Fußsohlenarterie,Arteria plantaris lateralis dextra,arterial
right lateral superior genicular artery,Rechte obere seitliche Kniearterie,Arteria superior lateralis genus dextra,arterial
right lateral tarsal artery,Rechte seitliche Fußwurzelarterie,Arteria tarsalis lateralis dextra,arterial
right lateral thoracic artery,Rechte seitliche Brustwandarterie,Arteria thoracica lateralis dextra,arterial
right lobe branch of right hepatic artery,Rechtslappenast der rechten Leberarterie,Ramus lobi dextri arteriae hepaticae dextrae,arterial
right medial frontobasal artery,Rechte mediale Frontobasalarterie,Arteria frontobasalis medialis dextra,arterial
right medial occipital artery,Rechte mediale Hinterhauptarterie,Arteria occipitalis medialis dextra,arterial
right medial plantar artery,Rechte mediale Fußsohlenarterie,Arteria plantaris medialis dextra,arterial
right medial superior genicular artery,Rechte obere mediale Kniearterie,Arteria superior medialis genus dextra,arterial
right middle genicular artery,Rechte mittlere Kniearterie,Arteria media genus dextra,arterial
right middle suprarenal artery,Rechte mittlere Nebennierenarterie,Arteria suprarenalis media dextra,arterial
right musculophrenic artery,Rechte Muskel-Zwerchfell-Arterie,Arteria musculophrenica dextra,arterial
right ophthalmic artery,Rechte Augenarterie,Arteria ophthalmica dextra,arterial
right palmar metacarpal artery,Rechte Hohlhand-Mittelhandarterie,Arteria metacarpalis palmaris dextra,arterial
right pericallosal artery,Rechte Perikallosalarterie,Arteria pericallosa dextra,arterial
right plantar arch,Rechter Fußsohlenbogen,Arcus plantaris dexter,arterial
right polar temporal artery,Rechte polare Schläfenlappenarterie,Arteria polaris temporalis dextra,arterial
right popliteal artery,Rechte Kniekehlenarterie,Arteria poplitea dextra,arterial
right posterior circumflex humeral artery,Rechte hintere Oberarm-Zirkumflexarterie,Arteria circumflexa humeri posterior dextra,arterial
right posterior communicating artery,Rechte hintere Verbindungsarterie,Arteria communicans posterior dextra,arterial
right posterior inferior cerebellar artery,Rechte hintere untere Kleinhirnarterie,Arteria inferior posterior cerebelli dextra,arterial
right posterior medial choroidal artery,Rechte hintere mediale Aderhautarterie,Arteria choroidea posterior medialis dextra,arterial
right posterior parietal artery,Rechte hintere Scheitellappenarterie,Arteria parietalis posterior dextra,arterial
right posterior tibial artery,Rechte hintere Schienbeinarterie,Arteria tibialis posterior dextra,arterial
right posterior ulnar recurrent artery,Rechte hintere rückläufige Ellenarterie,Arteria recurrens ulnaris posterior dextra,arterial
right prefrontal artery,Rechte Präfrontalarterie,Arteria prefrontalis dextra,arterial
right pulmonary artery,Rechte Lungenarterie,Arteria pulmonalis dextra,arterial
right radial artery,Rechte Speichenarterie,Arteria radialis dextra,arterial
right radial recurrent artery,Rechte rückläufige Speichenarterie,Arteria recurrens radialis dextra,arterial
right recurrent interosseous artery,Rechte rückläufige Zwischenknochenarterie,Arteria interossea recurrens dextra,arterial
right renal artery,Rechte Nierenarterie,Arteria renalis dextra,arterial
right second common palmar digital artery,Rechte zweite gemeinsame Hohlhand-Fingerarterie,Arteria digitalis palmaris communis secunda dextra,arterial
right second posterior intercostal artery,Rechte zweite hintere Zwischenrippenarterie,Arteria intercostalis posterior secunda dextra,arterial
right splenial artery,Rechte Spleniumarterie,Arteria splenialis dextra,arterial
right subclavian artery,Rechte Unterschlüsselbeinarterie,Arteria subclavia dextra,arterial
right subcostal artery,Rechte Unterrippenarterie,Arteria subcostalis dextra,arterial
right subscapular artery,Rechte Unterschulterblattarterie,Arteria subscapularis dextra,arterial
right superficial cervical artery,Rechte oberflächliche Halsarterie,Arteria cervicalis superficialis dextra,arterial
right superficial epigastric artery,Rechte oberflächliche Bauchdeckenarterie,Arteria epigastrica superficialis dextra,arterial
right superficial medial plantar artery,Rechte oberflächliche mediale Fußsohlenarterie,Arteria plantaris medialis superficialis dextra,arterial
right superficial palmar arterial arch,Rechter oberflächlicher Hohlhandbogen,Arcus palmaris superficialis dexter,arterial
right superior cerebellar artery,Rechte obere Kleinhirnarterie,Arteria superior cerebelli dextra,arterial
right superior epigastric artery,Rechte obere Bauchdeckenarterie,Arteria epigastrica superior dextra,arterial
right superior intercostal artery,Rechte oberste Zwischenrippenarterie,Arteria intercostalis suprema dextra,arterial
right superior ulnar collateral artery,Rechte obere Ellen-Kollateralarterie,Arteria collateralis ulnaris superior dextra,arterial
right suprascapular artery,Rechte Oberschulterblattarterie,Arteria suprascapularis dextra,arterial
right testicular artery,Rechte Hodenarterie,Arteria testicularis dextra,arterial
right thalamogeniculate artery,Rechte Thalamogenikulararterie,Arteria thalamogeniculata dextra,arterial
right thalamoperforating artery,Rechte Thalamoperforansarterie,Arteria thalamoperforans dextra,arterial
right third common palmar digital artery,Rechte dritte gemeinsame Hohlhand-Fingerarterie,Arteria digitalis palmaris communis tertia dextra,arterial
right thoracodorsal artery,Rechte Brust-Rücken-Arterie,Arteria thoracodorsalis dextra,arterial
right thyrocervical trunk,Rechter Schilddrüsen-Hals-Stamm,Truncus thyrocervicalis dexter,arterial
right transverse cervical artery,Rechte quere Halsarterie,Arteria transversa cervicis dextra,arterial
right ulnar artery,Rechte Ellenarterie,Arteria ulnaris dextra,arterial
right upper lobar artery,Rechte obere Lappenarterie,Arteria lobaris superior dextra,arterial
right vertebral artery,Rechte Wirbelarterie,Arteria vertebralis dextra,arterial
second right anterior branch of anterior interventricular branch of left coronary artery,Zweiter rechter vorderer Ast des vorderen Zwischenkammerastes der linken Koronararterie,Ramus anterior dexter secundus rami interventricularis anterioris arteriae coronariae sinistrae,arterial
second septal branch of right posterior interventricular artery,Zweiter Septumast der rechten hinteren Zwischenkammerarterie,Ramus septalis secundus arteriae interventricularis posterioris dextrae,arterial
septal branch of anterior interventricular artery,Septumast der vorderen Zwischenkammerarterie,Ramus septalis arteriae interventricularis anterioris,arterial
set of calcaneal branches of posterior tibial artery,Fersenbeinäste der hinteren Schienbeinarterie,Rami calcanei arteriae tibialis posterioris,arterial
set of common plantar digital arteries,Gemeinsame Fußsohlen-Zehenarterien,Arteriae digitales plantares communes,arterial
set of dorsal digital arteries,Rückseitige Fingerarterien,Arteriae digitales dorsales,arterial
set of dorsal metacarpal arteries,Rückseitige Mittelhandarterien,Arteriae metacarpales dorsales,arterial
set of oesophageal branches of thoracic aorta,Speiseröhrenäste der Brustaorta,Rami oesophageales aortae thoracicae,arterial
set of perforating arteries,Perforansarterien,Arteriae perforantes,arterial
set of plantar digital arteries proper,Eigentliche Fußsohlen-Zehenarterien,Arteriae digitales plantares propriae,arterial
set of posterior temporal branches of lateral occipital artery,Hintere Schläfenäste der seitlichen Hinterhauptarterie,Rami temporales posteriores arteriae occipitalis lateralis,arterial
sigmoid artery,Sigmaarterie,Arteria sigmoidea,arterial
sphenoid part of left middle cerebral artery,Sphenoidaler Teil der linken mittleren Hirnarterie,Pars sphenoidalis arteriae cerebri mediae sinistrae,arterial
sphenoid part of right middle cerebral artery,Sphenoidaler Teil der rechten mittleren Hirnarterie,Pars sphenoidalis arteriae cerebri mediae dextrae,arterial
splenic artery,Milzarterie,Arteria splenica,arterial
superior branch of medial segmental artery,Oberer Ast der medialen Segmentarterie,Ramus superior arteriae segmentalis medialis,arterial
superior branch of right superior segmental artery,Oberer Ast der rechten oberen Segmentarterie,Ramus superior arteriae segmentalis superioris dextrae,arterial
superior lingular artery,Obere Lingula-Arterie,Arteria lingularis superior,arterial
superior mesenteric artery,Obere Gekrösearterie,Arteria mesenterica superior,arterial
superior rectal artery,Obere Mastdarmarterie,Arteria rectalis superior,arterial
superior segmental branch of left renal artery,Oberer Segmentast der linken Nierenarterie,Ramus segmentalis superior arteriae renalis sinistrae,arterial
superior segmental branch of right renal artery,Oberer Segmentast der rechten Nierenarterie,Ramus segmentalis superior arteriae renalis dextrae,arterial
superior vermian branch of medial branch of left superior cerebellar artery,Oberer Wurmast des medialen Astes der linken oberen Kleinhirnarterie,Ramus vermis superior rami medialis arteriae superioris cerebelli sinistrae,arterial
superior vermian branch of medial branch of right superior cerebellar artery,Oberer Wurmast des medialen Astes der rechten oberen Kleinhirnarterie,Ramus vermis superior rami medialis arteriae superioris cerebelli dextrae,arterial
temporo-occipital branch of left middle cerebral artery,Schläfen-Hinterhaupt-Ast der linken mittleren Hirnarterie,Ramus temporooccipitalis arteriae cerebri mediae sinistrae,arterial
temporo-occipital branch of right middle cerebral artery,Schläfen-Hinterhaupt-Ast der rechten mittleren Hirnarterie,Ramus temporooccipitalis arteriae cerebri mediae dextrae,arterial
third right anterior branch of anterior interventricular branch of left coronary artery,Dritter rechter vorderer Ast des vorderen Zwischenkammerastes der linken Koronararterie,Ramus anterior dexter tertius rami interventricularis anterioris arteriae coronariae sinistrae,arterial
trunk of anterior interventricular branch of left coronary artery,Stamm des vorderen Zwischenkammerastes der linken Koronararterie,Truncus rami interventricularis anterioris arteriae coronariae sinistrae,arterial
trunk of gastroduodenal artery,Stamm der Magen-Duodenal-Arterie,Truncus arteriae gastroduodenalis,arterial
trunk of inferior terminal branch of left middle cerebral artery,Stamm des unteren terminalen Astes der linken mittleren Hirnarterie,Truncus rami terminalis inferioris arteriae cerebri mediae sinistrae,arterial
trunk of inferior terminal branch of right middle cerebral artery,Stamm des unteren terminalen Astes der rechten mittleren Hirnarterie,Truncus rami terminalis inferioris arteriae cerebri mediae dextrae,arterial
trunk of left coronary artery,Stamm der linken Koronararterie,Truncus arteriae coronariae sinistrae,arterial
trunk of left hepatic artery,Stamm der linken Leberarterie,Truncus arteriae hepaticae sinistrae,arterial
trunk of left renal artery,Stamm der linken Nierenarterie,Truncus arteriae renalis sinistrae,arterial
trunk of left thoraco-acromial artery,Stamm der linken Brust-Schulterhöhen-Arterie,Truncus arteriae thoracoacromialis sinistrae,arterial
trunk of right coronary artery,Stamm der rechten Koronararterie,Truncus arteriae coronariae dextrae,arterial
trunk of right hepatic artery,Stamm der rechten Leberarterie,Truncus arteriae hepaticae dextrae,arterial
trunk of right renal artery,Stamm der rechten Nierenarterie,Truncus arteriae renalis dextrae,arterial
trunk of right thoraco-acromial artery,Stamm der rechten Brust-Schulterhöhen-Arterie,Truncus arteriae thoracoacromialis dextrae,arterial
trunk of superior mesenteric artery,Stamm der oberen Gekrösearterie,Truncus arteriae mesentericae superioris,arterial
ureteric segment of left renal artery,Harnleiterabschnitt der linken Nierenarterie,Pars ureterica arteriae renalis sinistrae,arterial
ureteric segment of right renal artery,Harnleiterabschnitt der rechten Nierenarterie,Pars ureterica arteriae renalis dextrae,arterial
