english,german,latin,system
right quadratus femoris,Rechter viereckiger Schenkelmuskel,Musculus quadratus femoris dexter,muscular
right rectus capitis anterior,Rechter vorderer gerader Kopfmuskel,Musculus rectus capitis anterior dexter,muscular
right rectus capitis lateralis,Rechter seitlicher gerader Kopfmuskel,Musculus rectus capitis lateralis dexter,muscular
right rectus capitis posterior major,Rechter großer hinterer gerader Kopfmuskel,Musculus rectus capitis posterior major dexter,muscular
right rectus capitis posterior minor,Rechter kleiner hinterer gerader Kopfmuskel,Musculus rectus capitis posterior minor dexter,muscular
right rectus femoris,Rechter gerader Schenkelmuskel,Musculus rectus femoris dexter,muscular
right rhomboid major,Rechter großer Rautenmuskel,Musculus rhomboideus major dexter,muscular
right rhomboid minor,Rechter kleiner Rautenmuskel,Musculus rhomboideus minor dexter,muscular
right sartorius,Rechter Schneidermuskel,Musculus sartorius dexter,muscular
right scalenus anterior,Rechter vorderer Treppenmuskel,Musculus scalenus anterior dexter,muscular
right scalenus medius,Rechter mittlerer Treppenmuskel,Musculus scalenus medius dexter,muscular
right scalenus posterior,Rechter hinterer Treppenmuskel,Musculus scalenus posterior dexter,muscular
right semimembranosus,Rechter Plattsehnenmuskel,Musculus semimembranosus dexter,muscular
right semispinalis capitis,Rechter Halbdornmuskel des Kopfes,Musculus semispinalis capitis dexter,muscular
right semispinalis cervicis,Rechter Halbdornmuskel des Halses,Musculus semispinalis cervicis dexter,muscular
right semispinalis thoracis,Rechter Halbdornmuskel des Brustkorbs,Musculus semispinalis thoracis dexter,muscular
right semitendinosus,Rechter Halbsehnenmuskel,Musculus semitendinosus dexter,muscular
right serratus anterior,Rechter vorderer Sägemuskel,Musculus serratus anterior dexter,muscular
right serratus posterior inferior,Rechter hinterer unterer Sägemuskel,Musculus serratus posterior inferior dexter,muscular
right serratus posterior superior,Rechter hinterer oberer Sägemuskel,Musculus serratus posterior superior dexter,muscular
right soleus,Rechter Schollenmuskel,Musculus soleus dexter,muscular
right spinalis thoracis,Rechter Dornmuskel des Brustkorbs,Musculus spinalis thoracis dexter,muscular
right splenius capitis,Rechter Riemenmuskel des Kopfes,Musculus splenius capitis dexter,muscular
right splenius cervicis,Rechter Riemenmuskel des Halses,Musculus splenius cervicis dexter,muscular
right sternocleidomastoid,Rechter Kopfwender,Musculus sternocleidomastoideus dexter,muscular
right sternohyoid,Rechter Brustbein-Zungenbein-Muskel,Musculus sternohyoideus dexter,muscular
right sternothyroid,Rechter Brustbein-Schildknorpel-Muskel,Musculus sternothyroideus dexter,muscular
right stylohyoid,Rechter Griffel-Zungenbein-Muskel,Musculus stylohyoideus dexter,muscular
right subclavius,Rechter Unterschlüsselbeinmuskel,Musculus subclavius dexter,muscular
right superior oblique,Rechter oberer schräger Augenmuskel,Musculus obliquus superior dexter,muscular
right superior rectus,Rechter oberer gerader Augenmuskel,Musculus rectus superior dexter,muscular
right supinator,Rechter Auswärtsdreher,Musculus supinator dexter,muscular
right supraspinatus,Rechter Obergrätenmuskel,Musculus supraspinatus dexter,muscular
right tensor veli palatini,Rechter Gaumensegelspanner,Musculus tensor veli palatini dexter,muscular
right teres major,Rechter großer Rundmuskel,Musculus teres major dexter,muscular
right teres minor,Rechter kleiner Rundmuskel,Musculus teres minor dexter,muscular
right thyro-arytenoid,Rechter Schildknorpel-Stellknorpel-Muskel,Musculus thyroarytenoideus dexter,muscular
right thyrohyoid,Rechter Schildknorpel-Zungenbein-Muskel,Musculus thyrohyoideus dexter,muscular
right transversus thoracis,Rechter querer Brustkorbmuskel,Musculus transversus thoracis dexter,muscular
right vastus intermedius,Rechter mittlerer breiter Schenkelmuskel,Musculus vastus intermedius dexter,muscular
right vastus lateralis,Rechter äußerer breiter Schenkelmuskel,Musculus vastus lateralis dexter,muscular
right vastus medialis,Rechter innerer breiter Schenkelmuskel,Musculus vastus medialis dexter,muscular
right vocalis,Rechter Stimmmuskel,Musculus vocalis dexter,muscular
second lumbrical of left foot,Zweiter Spulmuskel des linken Fußes,Musculus lumbricalis secundus pedis sinistri,muscular
second lumbrical of right foot,Zweiter Spulmuskel des rechten Fußes,Musculus lumbricalis secundus pedis dextri,muscular
second plantar interosseous of left foot,Zweiter Sohlenzwischenknochenmuskel des linken Fußes,Musculus interosseus plantaris secundus pedis sinistri,muscular
second plantar interosseous of right foot,Zweiter Sohlenzwischenknochenmuskel des rechten Fußes,Musculus interosseus plantaris secundus pedis dextri,muscular
septal papillary muscle of right ventricle,Septaler Papillarmuskel der rechten Herzkammer,Musculus papillaris septalis ventriculi dextri,muscular
set of anterior cervical intertransversarii,Vordere Zwischenquerfortsatzmuskeln des Halses,Musculi intertransversarii anteriores cervicis,muscular
set of dorsal interossei of left hand,Rückseitige Zwischenknochenmuskeln der linken Hand,Musculi interossei dorsales manus sinistrae,muscular
set of dorsal interossei of right hand,Rückseitige Zwischenknochenmuskeln der rechten Hand,Musculi interossei dorsales manus dextrae,muscular
set of interspinales cervicis,Zwischendornmuskeln des Halses,Musculi interspinales cervicis,muscular
set of interspinales lumborum,Zwischendornmuskeln der Lende,Musculi interspinales lumborum,muscular
set of left levatores costarum breves,Linke kurze Rippenheber,Musculi levatores costarum breves sinistri,muscular
set of left levatores costarum longi,Linke lange Rippenheber,Musculi levatores costarum longi sinistri,muscular
set of lumbricals of left hand,Spulmuskeln der linken Hand,Musculi lumbricales manus sinistrae,muscular
set of lumbricals of right hand,Spulmuskeln der rechten Hand,Musculi lumbricales manus dextrae,muscular
set of palmar interossei of left hand,Hohlhandseitige Zwischenknochenmuskeln der linken Hand,Musculi interossei palmares manus sinistrae,muscular
set of palmar interossei of right hand,Hohlhandseitige Zwischenknochenmuskeln der rechten Hand,Musculi interossei palmares manus dextrae,muscular
set of posterior cervical intertransversarii,Hintere Zwischenquerfortsatzmuskeln des Halses,Musculi intertransversarii posteriores cervicis,muscular
set of right levatores costarum breves,Rechte kurze Rippenheber,Musculi levatores costarum breves dextri,muscular
set of right levatores costarum longi,Rechte lange Rippenheber,Musculi levatores costarum longi dextri,muscular
short head of left biceps brachii,Kurzer Kopf des linken zweiköpfigen Oberarmmuskels,Caput breve musculi bicipitis brachii sinistri,muscular
short head of left biceps femoris,Kurzer Kopf des linken zweiköpfigen Schenkelmuskels,Caput breve musculi bicipitis femoris sinistri,muscular
short head of right biceps brachii,Kurzer Kopf des rechten zweiköpfigen Oberarmmuskels,Caput breve musculi bicipitis brachii dextri,muscular
short head of right biceps femoris,Kurzer Kopf des rechten zweiköpfigen Schenkelmuskels,Caput breve musculi bicipitis femoris dextri,muscular
spinal part of left deltoid,Grätenanteil des linken Deltamuskels,Pars spinalis musculi deltoidei sinistri,muscular
spinal part of right deltoid,Grätenanteil des rechten Deltamuskels,Pars spinalis musculi deltoidei dextri,muscular
spinalis,Dornmuskel,Musculus spinalis,muscular
sternocostal part of left pectoralis major,Brustbein-Rippen-Anteil des linken großen Brustmuskels,Pars sternocostalis musculi pectoralis majoris sinistri,muscular
sternocostal part of right pectoralis major,Brustbein-Rippen-Anteil des rechten großen Brustmuskels,Pars sternocostalis musculi pectoralis majoris dextri,muscular
straight part of left cricothyroid,Gerader Anteil des linken Ringknorpel-Schildknorpel-Muskels,Pars recta musculi cricothyroidei sinistri,muscular
straight part of right cricothyroid,Gerader Anteil des rechten Ringknorpel-Schildknorpel-Muskels,Pars recta musculi cricothyroidei dextri,muscular
superficial head of left flexor pollicis brevis,Oberflächlicher Kopf des linken kurzen Daumenbeugers,Caput superficiale musculi flexoris pollicis brevis sinistri,muscular
superficial head of right flexor pollicis brevis,Oberflächlicher Kopf des rechten kurzen Daumenbeugers,Caput superficiale musculi flexoris pollicis brevis dextri,muscular
superficial perineal muscle,Oberflächlicher querer Dammmuskel,Musculus transversus perinei superficialis,muscular
superior oblique part of left longus colli,Oberer schräger Anteil des linken langen Halsmuskels,Pars obliqua superior musculi longi colli sinistri,muscular
third lumbrical of left foot,Dritter Spulmuskel des linken Fußes,Musculus lumbricalis tertius pedis sinistri,muscular
third lumbrical of right foot,Dritter Spulmuskel des rechten Fußes,Musculus lumbricalis tertius pedis dextri,muscular
third plantar interosseous of left foot,Dritter Sohlenzwischenknochenmuskel des linken Fußes,Musculus interosseus plantaris tertius pedis sinistri,muscular
third plantar interosseous of right foot,Dritter Sohlenzwischenknochenmuskel des rechten Fußes,Musculus interosseus plantaris tertius pedis dextri,muscular
thoracic rotator,Brustdrehmuskel,Musculus rotator thoracis,muscular
transverse arytenoid,Querer Stellknorpelmuskel,Musculus arytenoideus transversus,muscular
transverse head of left adductor hallucis,Querer Kopf des linken Großzehenanziehers,Caput transversum musculi adductoris hallucis sinistri,muscular
transverse head of left adductor pollicis,Querer Kopf des linken Daumenanziehers,Caput transversum musculi adductoris pollicis sinistri,muscular
transverse head of right adductor hallucis,Querer Kopf des rechten Großzehenanziehers,Caput transversum musculi adductoris hallucis dextri,muscular
transverse head of right adductor pollicis,Querer Kopf des rechten Daumenanziehers,Caput transversum musculi adductoris pollicis dextri,muscular
transverse part of left trapezius,Querer Anteil des linken Trapezmuskels,Pars transversa musculi trapezii sinistri,muscular
transverse part of right trapezius,Querer Anteil des rechten Trapezmuskels,Pars transversa musculi trapezii dextri,muscular
ulnar head of left flexor carpi ulnaris,Ellenkopf des linken ellenseitigen Handbeugers,Caput ulnare musculi flexoris carpi ulnaris sinistri,muscular
ulnar head of left pronator teres,Ellenkopf des linken runden Einwärtsdrehers,Caput ulnare musculi pronatoris teretis sinistri,muscular
ulnar head of right flexor carpi ulnaris,Ellenkopf des rechten ellenseitigen Handbeugers,Caput ulnare musculi flexoris carpi ulnaris dextri,muscular
ulnar head of right pronator teres,Ellenkopf des rechten runden Einwärtsdrehers,Caput ulnare musculi pronatoris teretis dextri,muscular
uvular muscle,Zäpfchenmuskel,Musculus uvulae,muscular
vertical intermediate part of left longus colli,Senkrechter mittlerer Anteil des linken langen Halsmuskels,Pars verticalis intermedia musculi longi colli sinistri,muscular
